pertSize,reactionTime,initialResponse,subID,blockNo,speed,leftResponse,rightResponse,noResponse
-25,2.97299577832746,1,5,5,2,0,1,0
-100,3.23799838817649,1,5,5,2,0,1,0
-150,1.66999427473638,1,5,5,2,0,1,0
25,3.81600250065094,1,6,1,2,0,1,0
-50,3.36300116932398,1,6,1,2,0,1,0
-200,2.86300320804003,1,6,1,2,0,1,0
150,4.05800068819372,-1,6,1,2,1,0,0
300,6.8110087816749,1,6,1,2,0,1,0
-25,4.76200698364119,1,6,1,2,0,1,0
0,4.74400762081495,1,6,1,2,0,1,0
-300,1.75200475406746,1,6,1,2,0,1,0
50,6.39300128888863,1,6,1,2,0,1,0
-100,4.02500707888976,1,6,1,2,0,1,0
0,6.96200495851372,1,6,1,2,0,1,0
200,1.70100568675844,-1,6,1,2,1,0,0
-150,2.33700849843444,-1,6,1,2,1,0,0
-100,2.21600021326594,1,6,1,2,0,1,0
-25,2.71000281190936,1,6,1,2,0,1,0
50,3.74200275039766,-1,6,1,2,1,0,0
200,5.2140025165063,-1,6,1,2,1,0,0
-150,6.50799981308228,-1,6,1,2,1,0,0
-300,3.34900299477886,1,6,1,2,0,1,0
25,3.94300569784536,-1,6,1,2,1,0,0
0,6.64200203085056,-1,6,1,2,1,0,0
300,3.2000040583589,-1,6,1,2,1,0,0
-50,6.82000126314233,1,6,1,2,0,1,0
100,6.00300416314712,-1,6,1,2,1,0,0
0,6.12400138473458,1,6,1,2,0,1,0
-200,6.15900551951199,1,6,1,2,0,1,0
150,4.88999897229951,-1,6,1,2,1,0,0
100,6.75100319397461,-1,6,1,2,1,0,0
200,2.92999835693627,-1,6,1,2,1,0,0
0,5.2160003907702,1,6,1,2,0,1,0
-100,6.5789950040562,1,6,1,2,0,1,0
50,5.23000034487632,-1,6,1,2,1,0,0
-300,4.88199655592325,1,6,1,2,0,1,0
0,4.09599695623183,-1,6,1,2,1,0,0
-25,6.66899240625207,-1,6,1,2,1,0,0
300,2.95899281775928,1,6,1,2,0,1,0
150,4.85199775981891,-1,6,1,2,1,0,0
-200,3.07099883496994,1,6,1,2,0,1,0
-50,4.73399763119232,1,6,1,2,0,1,0
25,5.05800044989883,1,6,1,2,0,1,0
100,3.10899270153459,-1,6,1,2,1,0,0
150,2.84399184322683,-1,6,1,2,1,0,0
-200,1.81399089241313,1,6,1,2,0,1,0
0,4.22100016248442,1,6,1,2,0,1,0
100,2.74899551296403,-1,6,1,2,1,0,0
-50,3.0339996351031,1,6,1,2,0,1,0
300,3.37899908864347,-1,6,1,2,1,0,0
0,5.60499849736516,1,6,1,2,0,1,0
25,3.0749978703243,1,6,1,2,0,1,0
-300,1.25799085987092,1,6,1,2,0,1,0
-150,3.90400040114037,1,6,1,2,0,1,0
200,3.37699889111536,-1,6,1,2,1,0,0
50,4.29799433481821,1,6,1,2,0,1,0
-25,4.76099402594991,-1,6,1,2,1,0,0
-100,2.16999538350501,1,6,1,2,0,1,0
-150,3.45999494707939,1,6,1,2,0,1,0
25,3.08899690914404,1,6,3,2,0,1,0
-50,4.38300510561385,1,6,3,2,0,1,0
-200,1.93800304686738,1,6,3,2,0,1,0
150,3.17700252914801,-1,6,3,2,1,0,0
300,1.73300356924301,-1,6,3,2,1,0,0
-25,2.53499978518812,1,6,3,2,0,1,0
0,2.98500157582748,1,6,3,2,0,1,0
-300,1.0020062739859,1,6,3,2,0,1,0
50,4.68000578570354,-1,6,3,2,1,0,0
-100,2.30000155734888,1,6,3,2,0,1,0
0,3.3580032386817,-1,6,3,2,1,0,0
200,4.54899897670839,-1,6,3,2,1,0,0
-150,2.85300558030576,1,6,3,2,0,1,0
-100,3.16800544941361,1,6,3,2,0,1,0
-25,5.24899826168985,1,6,3,2,0,1,0
50,6.66999796473829,1,6,3,2,0,1,0
200,2.17300056898966,-1,6,3,2,1,0,0
-150,2.89800466239103,1,6,3,2,0,1,0
-300,1.58299776756758,1,6,3,2,0,1,0
25,4.12399712931801,1,6,3,2,0,1,0
0,7.0690014259817,1,6,3,2,0,1,0
300,3.46100094890426,-1,6,3,2,1,0,0
-50,2.17800261831144,1,6,3,2,0,1,0
100,2.53800465142558,-1,6,3,2,1,0,0
0,3.01900543224474,1,6,3,2,0,1,0
-200,2.59100642049452,1,6,3,2,0,1,0
150,5.64499737501319,-1,6,3,2,1,0,0
100,4.04800253641588,-1,6,3,2,1,0,0
200,2.50200350976229,-1,6,3,2,1,0,0
0,3.27399582516955,1,6,3,2,0,1,0
-100,2.44199609231873,1,6,3,2,0,1,0
50,3.6379980911006,1,6,3,2,0,1,0
-300,1.11199840378686,1,6,3,2,0,1,0
0,3.99100243413704,-1,6,3,2,1,0,0
-25,2.97800353800994,1,6,3,2,0,1,0
300,3.32500495934801,-1,6,3,2,1,0,0
150,3.64199566507159,-1,6,3,2,1,0,0
-200,2.92699600160267,1,6,3,2,0,1,0
-50,3.29199624001922,1,6,3,2,0,1,0
25,2.88800422275381,1,6,3,2,0,1,0
100,3.85199631321302,-1,6,3,2,1,0,0
150,2.37300448024325,-1,6,3,2,1,0,0
-200,1.00500097859185,1,6,3,2,0,1,0
0,4.98200038659706,1,6,3,2,0,1,0
100,4.13399682819727,-1,6,3,2,1,0,0
-50,3.89799614930234,1,6,3,2,0,1,0
300,1.83900019574503,-1,6,3,2,1,0,0
0,2.46299607110268,1,6,3,2,0,1,0
25,4.6269963333616,-1,6,3,2,1,0,0
-300,0.968999450567935,1,6,3,2,0,1,0
-150,1.37900458741206,1,6,3,2,0,1,0
200,3.34100521266373,-1,6,3,2,1,0,0
50,4.10299566471804,1,6,3,2,0,1,0
-25,5.96099877214147,-1,6,3,2,1,0,0
-100,1.99300261676399,1,6,3,2,0,1,0
-150,1.05500158465293,1,6,3,2,0,1,0
25,3.92300354623148,1,6,5,2,0,1,0
-50,4.1849972814307,1,6,5,2,0,1,0
-200,0.997996104953927,1,6,5,2,0,1,0
150,2.72899999582296,-1,6,5,2,1,0,0
300,2.33100056290277,-1,6,5,2,1,0,0
-25,2.77400178241078,1,6,5,2,0,1,0
0,4.22100222897279,1,6,5,2,0,1,0
-300,0.73699829983525,1,6,5,2,0,1,0
50,4.71199595939834,1,6,5,2,0,1,0
-100,2.08100080823351,1,6,5,2,0,1,0
0,4.34599503397476,1,6,5,2,0,1,0
200,1.46200264107756,-1,6,5,2,1,0,0
-150,1.50999896073336,1,6,5,2,0,1,0
-100,1.91499532663147,1,6,5,2,0,1,0
-25,4.27900204586331,1,6,5,2,0,1,0
50,3.88400076710968,-1,6,5,2,1,0,0
200,2.59800258647738,-1,6,5,2,1,0,0
-150,0.908001104471623,1,6,5,2,0,1,0
-300,1.47799708914681,1,6,5,2,0,1,0
25,4.44499937105138,-1,6,5,2,1,0,0
0,3.95900364947011,1,6,5,2,0,1,0
300,1.0769998822143,-1,6,5,2,1,0,0
-50,2.22400066303817,1,6,5,2,0,1,0
100,2.56799615227646,-1,6,5,2,1,0,0
0,5.58899792682496,-1,6,5,2,1,0,0
-200,1.5219970222679,1,6,5,2,0,1,0
150,1.69800295591267,-1,6,5,2,1,0,0
100,1.79999720966589,-1,6,5,2,1,0,0
200,2.4159996778908,-1,6,5,2,1,0,0
0,3.73899631010863,1,6,5,2,0,1,0
-100,1.33899074255896,1,6,5,2,0,1,0
50,3.44299507843971,-1,6,5,2,1,0,0
-300,0.506992788432399,1,6,5,2,0,1,0
0,5.64099498414726,-1,6,5,2,1,0,0
-25,3.15599258553993,1,6,5,2,0,1,0
300,1.01299632572773,-1,6,5,2,1,0,0
150,2.22499643098854,-1,6,5,2,1,0,0
-200,0.720996841788292,1,6,5,2,0,1,0
-50,3.95499743831169,1,6,5,2,0,1,0
25,3.64199626886693,-1,6,5,2,1,0,0
100,1.54500009035837,-1,6,5,2,1,0,0
150,2.22199997067219,-1,6,5,2,1,0,0
-200,0.918998927350913,1,6,5,2,0,1,0
0,6.94599833046959,-1,6,5,2,1,0,0
100,2.62399439084402,-1,6,5,2,1,0,0
-50,2.55199906098278,1,6,5,2,0,1,0
300,1.18099590551719,-1,6,5,2,1,0,0
0,2.77099904095667,1,6,5,2,0,1,0
25,3.28099219309661,-1,6,5,2,1,0,0
-300,0.658997618673311,1,6,5,2,0,1,0
-150,1.10899566924491,1,6,5,2,0,1,0
200,2.2359995489096,-1,6,5,2,1,0,0
50,3.94500003611756,-1,6,5,2,1,0,0
-25,3.80299770688725,1,6,5,2,0,1,0
-100,1.65199090456736,1,6,5,2,0,1,0
-150,1.00199471414089,1,6,5,2,0,1,0
25,5.72599358606385,-1,7,2,2,1,0,0
-50,2.03499408376229,1,7,2,2,0,1,0
-200,2.31299267744907,1,7,2,2,0,1,0
150,1.57000117313873,-1,7,2,2,1,0,0
300,0.801998958115291,-1,7,2,2,1,0,0
-25,7.36499811947579,-1,7,2,2,1,0,0
0,6.66299938106386,1,7,2,2,0,1,0
-300,1.19800023054995,1,7,2,2,0,1,0
50,7.42099730289192,1,7,2,2,0,1,0
-100,1.37700114191102,1,7,2,2,0,1,0
0,6.79099918341672,1,7,2,2,0,1,0
200,1.86099987172929,-1,7,2,2,1,0,0
-150,1.22699458730494,1,7,2,2,0,1,0
-100,2.55000011170341,1,7,2,2,0,1,0
-25,7.5140005253561,-1,7,2,2,1,0,0
50,2.9669976999794,-1,7,2,2,1,0,0
200,1.05399558937643,-1,7,2,2,1,0,0
-150,3.37300244105427,1,7,2,2,0,1,0
-300,1.17200078034512,1,7,2,2,0,1,0
25,4.64100059271004,1,7,2,2,0,1,0
0,5.89299323260639,1,7,2,2,0,1,0
300,1.67900096094672,-1,7,2,2,1,0,0
-50,5.94399691343278,1,7,2,2,0,1,0
0,4.04599321186834,1,7,2,2,0,1,0
-200,1.68199765074678,1,7,2,2,0,1,0
150,2.18099728298694,-1,7,2,2,1,0,0
100,2.6770003833808,-1,7,2,2,1,0,0
100,3.4219963344367,-1,7,2,2,1,0,0
200,2.46700409841287,-1,7,2,2,1,0,0
0,4.18100271594449,1,7,2,2,0,1,0
-100,1.99999923181167,1,7,2,2,0,1,0
50,6.78499821377045,-1,7,2,2,1,0,0
-300,0.963002283337119,1,7,2,2,0,1,0
0,5.16600278806436,1,7,2,2,0,1,0
-25,6.31300581491087,1,7,2,2,0,1,0
300,1.76200629508094,-1,7,2,2,1,0,0
150,5.87600351667061,-1,7,2,2,1,0,0
-200,1.65000130796398,1,7,2,2,0,1,0
-50,5.33200305938954,1,7,2,2,0,1,0
25,3.76400506377104,-1,7,2,2,1,0,0
100,4.47100053059694,-1,7,2,2,1,0,0
150,3.84200318181684,-1,7,2,2,1,0,0
-200,1.40200661087147,1,7,2,2,0,1,0
0,3.49500346803688,1,7,2,2,0,1,0
100,7.20800644373958,1,7,2,2,0,1,0
-50,6.62000564503251,1,7,2,2,0,1,0
300,1.72200247275759,-1,7,2,2,1,0,0
0,6.23099882888346,1,7,2,2,0,1,0
25,7.93099957751838,-1,7,2,2,1,0,0
-300,0.504999630924431,1,7,2,2,0,1,0
-150,2.10999951756094,1,7,2,2,0,1,0
200,2.87700178754312,-1,7,2,2,1,0,0
50,4.66699941908882,-1,7,2,2,1,0,0
-25,3.33400227213133,1,7,2,2,0,1,0
-100,3.92300287496619,1,7,2,2,0,1,0
-150,2.9599997839905,1,7,2,2,0,1,0
25,4.59100021052291,1,7,4,2,0,1,0
-50,2.49099365067377,1,7,4,2,0,1,0
-200,0.759998412606365,1,7,4,2,0,1,0
150,0.959000606890186,-1,7,4,2,1,0,0
300,1.20799227547104,-1,7,4,2,1,0,0
-25,3.71199780618917,1,7,4,2,0,1,0
0,5.90799206768861,1,7,4,2,0,1,0
-300,0.814996777771739,1,7,4,2,0,1,0
50,3.28199796855188,-1,7,4,2,1,0,0
-100,2.08299575983983,1,7,4,2,0,1,0
0,3.05199332690245,-1,7,4,2,1,0,0
200,1.15300013792148,-1,7,4,2,1,0,0
-150,1.19099972390541,1,7,4,2,0,1,0
-100,2.80999492442061,1,7,4,2,0,1,0
-25,2.5099957115599,1,7,4,2,0,1,0
50,3.94799275373953,-1,7,4,2,1,0,0
200,3.09399132501858,-1,7,4,2,1,0,0
25,3.70699984121165,-1,7,4,2,1,0,0
0,3.78900043213071,1,7,4,2,0,1,0
300,1.58100142597686,-1,7,4,2,1,0,0
-50,4.06400725102139,1,7,4,2,0,1,0
100,2.98799895465345,-1,7,4,2,1,0,0
0,6.77200093173451,-1,7,4,2,1,0,0
-200,1.46700093329127,1,7,4,2,0,1,0
-300,1.0490018917335,1,7,4,2,0,1,0
100,3.24500168585655,-1,7,4,2,1,0,0
200,2.2679949574449,-1,7,4,2,1,0,0
0,6.06299197160843,-1,7,4,2,1,0,0
-100,2.13299376785289,1,7,4,2,0,1,0
50,7.68599996923876,1,7,4,2,0,1,0
-300,0.903995145912631,1,7,4,2,0,1,0
0,5.64699883639696,-1,7,4,2,1,0,0
300,1.63799705886777,-1,7,4,2,1,0,0
150,1.63299853765784,-1,7,4,2,1,0,0
-200,1.48899935841473,1,7,4,2,0,1,0
-50,3.8259917319956,1,7,4,2,0,1,0
25,3.50099156117358,-1,7,4,2,1,0,0
100,3.69499467980495,-1,7,4,2,1,0,0
150,2.60999818456185,-1,7,4,2,1,0,0
-200,1.67399698006921,1,7,4,2,0,1,0
0,5.22699887585622,1,7,4,2,0,1,0
100,2.89100095522008,-1,7,4,2,1,0,0
-50,2.30099157965014,1,7,4,2,0,1,0
300,1.46199927365524,-1,7,4,2,1,0,0
0,7.22299413013388,1,7,4,2,0,1,0
25,4.77899969589635,-1,7,4,2,1,0,0
-300,0.697998231407837,1,7,4,2,0,1,0
-150,2.48999999331863,1,7,4,2,0,1,0
200,2.1889971791461,-1,7,4,2,1,0,0
50,4.78299709522253,-1,7,4,2,1,0,0
-25,5.13199158728094,1,7,4,2,0,1,0
-100,2.15899731349782,1,7,4,2,0,1,0
-150,1.38199779367278,1,7,4,2,0,1,0
25,4.50399621117685,-1,7,6,2,1,0,0
-50,2.95299715387955,1,7,6,2,0,1,0
-200,1.03099756467418,1,7,6,2,0,1,0
150,3.20099573719926,-1,7,6,2,1,0,0
300,1.27599801767064,-1,7,6,2,1,0,0
-25,3.9809919841282,1,7,6,2,0,1,0
0,4.05699306559836,1,7,6,2,0,1,0
-300,1.2959925359537,1,7,6,2,0,1,0
50,4.14399006307212,1,7,6,2,0,1,0
-100,3.23099381029897,1,7,6,2,0,1,0
0,3.19999468362221,1,7,6,2,0,1,0
200,1.53199973428127,-1,7,6,2,1,0,0
-150,2.12199035871163,1,7,6,2,0,1,0
-100,2.76399755656894,1,7,6,2,0,1,0
-25,5.42099797511037,1,7,6,2,0,1,0
50,3.76299106979423,-1,7,6,2,1,0,0
200,2.79599808895728,-1,7,6,2,1,0,0
-150,3.07099806809856,1,7,6,2,0,1,0
-300,1.44799539196538,1,7,6,2,0,1,0
25,4.87099954986479,-1,7,6,2,1,0,0
0,3.55599548971804,1,7,6,2,0,1,0
300,3.33299290681316,-1,7,6,2,1,0,0
-50,4.46899334216141,1,7,6,2,0,1,0
100,3.74599397373095,-1,7,6,2,1,0,0
0,3.36099982750602,1,7,6,2,0,1,0
-200,0.69399544846965,1,7,6,2,0,1,0
150,3.76299896514683,-1,7,6,2,1,0,0
100,4.53299491691723,-1,7,6,2,1,0,0
200,2.96900285804441,-1,7,6,2,1,0,0
0,3.10299293446587,1,7,6,2,0,1,0
-100,2.405000755316,1,7,6,2,0,1,0
50,5.20399898672622,1,7,6,2,0,1,0
-300,0.461995444420609,1,7,6,2,0,1,0
0,3.55999817622069,-1,7,6,2,1,0,0
-25,5.63799728501181,-1,7,6,2,1,0,0
300,2.15399434960273,-1,7,6,2,1,0,0
150,1.74199903094996,-1,7,6,2,1,0,0
-200,0.85299629104702,1,7,6,2,0,1,0
-50,3.15499775303033,1,7,6,2,0,1,0
25,6.69199732363631,-1,7,6,2,1,0,0
100,2.97499869311287,-1,7,6,2,1,0,0
150,2.32799802542286,-1,7,6,2,1,0,0
-200,1.23500058341597,1,7,6,2,0,1,0
0,3.84399973774271,-1,7,6,2,1,0,0
100,3.58699643934233,-1,7,6,2,1,0,0
-50,2.88999528741988,1,7,6,2,0,1,0
300,0.863002236488683,-1,7,6,2,1,0,0
0,3.83899397516507,1,7,6,2,0,1,0
25,3.32699503350887,1,7,6,2,0,1,0
-300,0.521999333621352,1,7,6,2,0,1,0
-150,3.48399352503475,1,7,6,2,0,1,0
200,1.78899337101029,-1,7,6,2,1,0,0
50,3.60299868238508,-1,7,6,2,1,0,0
-25,3.13500077366916,1,7,6,2,0,1,0
-100,3.83100249565177,1,7,6,2,0,1,0
-150,3.17400141871622,1,7,6,2,0,1,0
25,2.60400263309566,-1,8,2,2,1,0,0
-50,4.07400056314509,1,8,2,2,0,1,0
-200,3.06499891436397,1,8,2,2,0,1,0
150,2.95799869096663,-1,8,2,2,1,0,0
300,1.91099414444034,-1,8,2,2,1,0,0
-25,3.89099611377605,1,8,2,2,0,1,0
0,4.00900319600623,-1,8,2,2,1,0,0
-300,1.97100297749421,1,8,2,2,0,1,0
50,3.75999735880032,-1,8,2,2,1,0,0
-100,3.05099913752201,1,8,2,2,0,1,0
0,3.27200156867912,1,8,2,2,0,1,0
200,3.66100225138507,-1,8,2,2,1,0,0
-150,3.36899940216972,1,8,2,2,0,1,0
-100,3.50100318372279,1,8,2,2,0,1,0
-25,4.7210021530409,-1,8,2,2,1,0,0
50,5.74100384068879,-1,8,2,2,1,0,0
200,2.71599947357026,-1,8,2,2,1,0,0
-150,3.04999695301376,1,8,2,2,0,1,0
-300,2.34499575972586,1,8,2,2,0,1,0
25,2.85099875641026,-1,8,2,2,1,0,0
0,3.93000197804213,1,8,2,2,0,1,0
300,2.15099671042117,-1,8,2,2,1,0,0
-50,4.28499644708791,1,8,2,2,0,1,0
100,3.971994100335,-1,8,2,2,1,0,0
0,3.76899883425358,-1,8,2,2,1,0,0
-200,2.02099455332791,1,8,2,2,0,1,0
150,3.02699786746962,-1,8,2,2,1,0,0
100,3.77099879265006,-1,8,2,2,1,0,0
200,2.14099363577407,-1,8,2,2,1,0,0
0,4.79399461913272,-1,8,2,2,1,0,0
-100,4.18000104963721,1,8,2,2,0,1,0
50,4.06199498104979,-1,8,2,2,1,0,0
-300,2.22299490129808,1,8,2,2,0,1,0
0,4.87099935281731,-1,8,2,2,1,0,0
-25,5.05000053799449,1,8,2,2,0,1,0
300,2.76000233423838,-1,8,2,2,1,0,0
150,3.53000268197502,-1,8,2,2,1,0,0
-200,2.8589973744165,1,8,2,2,0,1,0
-50,4.77399782657449,1,8,2,2,0,1,0
25,3.70199473560206,-1,8,2,2,1,0,0
100,4.77299736929126,-1,8,2,2,1,0,0
150,3.76200082778814,-1,8,2,2,1,0,0
-200,2.25199609697302,1,8,2,2,0,1,0
0,4.44200096964778,1,8,2,2,0,1,0
100,3.9800000195537,-1,8,2,2,1,0,0
-50,4.14500202953786,1,8,2,2,0,1,0
300,2.31999891471787,-1,8,2,2,1,0,0
0,4.56100081539626,-1,8,2,2,1,0,0
25,5.0880005464569,-1,8,2,2,1,0,0
-300,2.30400147652836,1,8,2,2,0,1,0
-150,2.49399754250044,1,8,2,2,0,1,0
200,1.82100313556293,-1,8,2,2,1,0,0
50,5.2299983886478,-1,8,2,2,1,0,0
-25,5.44999719119369,1,8,2,2,0,1,0
-100,4.12400142896513,1,8,2,2,0,1,0
-150,2.24099533093249,1,8,2,2,0,1,0
25,4.82800377607055,-1,8,4,2,1,0,0
-50,4.34199651265226,1,8,4,2,0,1,0
-200,2.09600338673044,1,8,4,2,0,1,0
150,2.79300134551158,-1,8,4,2,1,0,0
300,2.62899825942441,-1,8,4,2,1,0,0
-25,3.19899653005268,1,8,4,2,0,1,0
0,5.04199740970216,-1,8,4,2,1,0,0
-300,1.96000094807096,1,8,4,2,0,1,0
50,3.7909979320757,-1,8,4,2,1,0,0
-100,2.13399721181486,1,8,4,2,0,1,0
0,5.36099966120673,1,8,4,2,0,1,0
200,1.80100316524477,-1,8,4,2,1,0,0
-150,2.50199968671222,1,8,4,2,0,1,0
-100,2.05899793350545,1,8,4,2,0,1,0
-25,5.56999735342833,-1,8,4,2,1,0,0
50,3.90300270473381,-1,8,4,2,1,0,0
200,1.28999916803878,-1,8,4,2,1,0,0
-150,2.05699967133842,1,8,4,2,0,1,0
-300,2.05399787187343,1,8,4,2,0,1,0
25,3.75100115167879,-1,8,4,2,1,0,0
0,3.95599669277726,-1,8,4,2,1,0,0
300,1.42499903070711,-1,8,4,2,1,0,0
-50,5.03900254738255,1,8,4,2,0,1,0
100,2.58800125598646,-1,8,4,2,1,0,0
0,4.11600083708618,-1,8,4,2,1,0,0
-200,2.29200408744509,1,8,4,2,0,1,0
150,2.62999870490603,-1,8,4,2,1,0,0
100,3.74899488651135,-1,8,4,2,1,0,0
200,1.55800646913121,-1,8,4,2,1,0,0
0,3.11999967873271,1,8,4,2,0,1,0
-100,3.32300108254276,1,8,4,2,0,1,0
50,3.14099978554441,1,8,4,2,0,1,0
-300,1.9430071845054,1,8,4,2,0,1,0
0,3.9010063269161,1,8,4,2,0,1,0
-25,6.16899975657725,1,8,4,2,0,1,0
300,1.52500545894873,-1,8,4,2,1,0,0
150,2.68900505614147,-1,8,4,2,1,0,0
-200,1.96899962103635,1,8,4,2,0,1,0
-50,3.35500732624496,1,8,4,2,0,1,0
25,4.88000376224954,-1,8,4,2,1,0,0
100,2.7410068219906,-1,8,4,2,1,0,0
150,1.41899891102366,-1,8,4,2,1,0,0
-200,1.34500568068324,1,8,4,2,0,1,0
0,3.89399829602189,1,8,4,2,0,1,0
100,2.12700783586479,-1,8,4,2,1,0,0
-50,3.19299959695491,1,8,4,2,0,1,0
300,0.800003267766442,-1,8,4,2,1,0,0
0,3.73500449848507,-1,8,4,2,1,0,0
25,1.62100396883761,-1,8,4,2,1,0,0
-300,1.06799908172979,1,8,4,2,0,1,0
-150,2.40700172031211,1,8,4,2,0,1,0
200,1.12200637221395,-1,8,4,2,1,0,0
50,2.41900261687988,-1,8,4,2,1,0,0
-25,3.10299979078991,1,8,4,2,0,1,0
-100,3.02100633060763,1,8,4,2,0,1,0
-150,1.26900426554494,1,8,4,2,0,1,0
25,4.73199245501019,-1,8,6,2,1,0,0
-50,3.92199884486763,1,8,6,2,0,1,0
-200,1.89399547564972,1,8,6,2,0,1,0
150,1.81300108552387,-1,8,6,2,1,0,0
300,0.999995984675479,-1,8,6,2,1,0,0
-25,5.75799745858239,-1,8,6,2,1,0,0
0,5.18199763393932,-1,8,6,2,1,0,0
-300,1.94099322056718,1,8,6,2,0,1,0
50,3.06799382198369,1,8,6,2,0,1,0
-100,2.87999437153485,1,8,6,2,0,1,0
0,3.34999407875875,1,8,6,2,0,1,0
200,1.59199680352322,-1,8,6,2,1,0,0
-150,2.0339930593982,1,8,6,2,0,1,0
-100,3.18299241483328,1,8,6,2,0,1,0
-25,3.2660001550903,1,8,6,2,0,1,0
50,2.77599420702609,-1,8,6,2,1,0,0
200,1.30199494647968,-1,8,6,2,1,0,0
-150,1.13699617648672,1,8,6,2,0,1,0
-300,0.876000776530418,1,8,6,2,0,1,0
25,5.8589989266402,-1,8,6,2,1,0,0
0,1.21999806762324,-1,8,6,2,1,0,0
300,1.47699255192856,-1,8,6,2,1,0,0
-50,5.29199288917152,1,8,6,2,0,1,0
100,2.86999942899274,-1,8,6,2,1,0,0
0,2.17199666595843,1,8,6,2,0,1,0
-200,1.34300135290687,1,8,6,2,0,1,0
150,2.64099803626596,-1,8,6,2,1,0,0
100,1.84200093412801,-1,8,6,2,1,0,0
200,0.951004310009012,-1,8,6,2,1,0,0
0,3.50800513076683,-1,8,6,2,1,0,0
-100,2.05900013435166,1,8,6,2,0,1,0
50,4.5980007021426,-1,8,6,2,1,0,0
-300,0.911001845241117,1,8,6,2,0,1,0
0,3.1540004038834,1,8,6,2,0,1,0
-25,4.80300059675938,-1,8,6,2,1,0,0
300,0.638001964805881,-1,8,6,2,1,0,0
150,2.56900251996558,-1,8,6,2,1,0,0
-200,0.979008799076837,1,8,6,2,0,1,0
-50,2.12800921547023,1,8,6,2,0,1,0
25,4.7210063382372,-1,8,6,2,1,0,0
100,2.7520098366731,-1,8,6,2,1,0,0
150,1.44700639248185,-1,8,6,2,1,0,0
-200,2.99000305271329,1,8,6,2,0,1,0
0,3.52000948882051,1,8,6,2,0,1,0
100,2.66000698578137,-1,8,6,2,1,0,0
-50,2.97800091648242,1,8,6,2,0,1,0
300,1.14800409674353,-1,8,6,2,1,0,0
0,3.52400705349282,1,8,6,2,0,1,0
25,2.83400279080524,-1,8,6,2,1,0,0
-300,0.929009837265767,1,8,6,2,0,1,0
-150,2.01100292491901,1,8,6,2,0,1,0
200,0.861008581043279,-1,8,6,2,1,0,0
50,4.91100364350859,1,8,6,2,0,1,0
-25,5.05600094496913,1,8,6,2,0,1,0
-100,3.19100008666283,1,8,6,2,0,1,0
-150,0.995007733705279,1,8,6,2,0,1,0
25,4.39999738144979,1,9,1,2,0,1,0
-50,2.28099523580022,1,9,1,2,0,1,0
-200,2.21299758565146,1,9,1,2,0,1,0
150,2.43000128590938,-1,9,1,2,1,0,0
300,3.18200271284877,-1,9,1,2,1,0,0
-25,5.34800007808371,1,9,1,2,0,1,0
0,4.02199559044675,1,9,1,2,0,1,0
-300,2.6049993712877,1,9,1,2,0,1,0
50,4.94700385153556,1,9,1,2,0,1,0
-100,2.79000356996403,1,9,1,2,0,1,0
0,4.62199882304412,1,9,1,2,0,1,0
200,3.20599968445458,-1,9,1,2,1,0,0
-150,1.67199840426474,1,9,1,2,0,1,0
-100,3.95899758661108,1,9,1,2,0,1,0
-25,6.02000053215306,1,9,1,2,0,1,0
50,4.79999442923145,1,9,1,2,0,1,0
200,2.64299525559181,-1,9,1,2,1,0,0
-150,3.70500331890798,1,9,1,2,0,1,0
-300,3.53499952924176,1,9,1,2,0,1,0
25,4.11999617266702,-1,9,1,2,1,0,0
0,3.42300024294673,1,9,1,2,0,1,0
-50,2.93499431538658,1,9,1,2,0,1,0
100,3.75200058400515,1,9,1,2,0,1,0
0,6.09600342583872,1,9,1,2,0,1,0
-200,3.11299654853065,1,9,1,2,0,1,0
150,2.17599951016746,-1,9,1,2,1,0,0
100,2.55400246620411,-1,9,1,2,1,0,0
200,1.75200166249124,-1,9,1,2,1,0,0
0,3.7009978497008,1,9,1,2,0,1,0
-100,1.84200502932072,1,9,1,2,0,1,0
50,4.80399918567855,1,9,1,2,0,1,0
-300,1.35200135612104,1,9,1,2,0,1,0
0,2.57400099396182,1,9,1,2,0,1,0
-25,2.29600597524404,1,9,1,2,0,1,0
300,5.92100037479395,1,9,1,2,0,1,0
150,6.03200014090544,-1,9,1,2,1,0,0
-200,1.7410039792012,1,9,1,2,0,1,0
-50,1.30200314891408,1,9,1,2,0,1,0
25,1.52200603556412,1,9,1,2,0,1,0
100,3.67200088989193,-1,9,1,2,1,0,0
150,3.40100126075413,-1,9,1,2,1,0,0
-200,1.89900118100195,1,9,1,2,0,1,0
0,2.49499910473241,1,9,1,2,0,1,0
100,2.18400258564361,1,9,1,2,0,1,0
-50,3.02099724936124,1,9,1,2,0,1,0
300,6.90200054740853,1,9,1,2,0,1,0
0,2.83100441515126,-1,9,1,2,1,0,0
25,4.98800240337732,1,9,1,2,0,1,0
-300,1.41299857234844,1,9,1,2,0,1,0
-150,1.87900346112292,1,9,1,2,0,1,0
200,2.25200492799195,1,9,1,2,0,1,0
50,5.67800196456665,1,9,1,2,0,1,0
-25,4.51999990653712,1,9,1,2,0,1,0
-100,3.38299628436653,1,9,1,2,0,1,0
-150,3.08400434767827,1,9,1,2,0,1,0
25,3.08000131702283,-1,9,3,2,1,0,0
-50,6.16899868858309,1,9,3,2,0,1,0
